,image,xmin,ymin,xmax,ymax,class
3844,DRUSEN/DRUSEN-163081-1.png,141,224,160,247,Softdrusen
3845,DRUSEN/DRUSEN-163081-1.png,166,224,189,254,SoftdrusenPED
3846,DRUSEN/DRUSEN-163081-1.png,189,229,206,257,SoftdrusenPED
3847,DRUSEN/DRUSEN-163081-1.png,205,230,229,259,SoftdrusenPED
3848,DRUSEN/DRUSEN-163081-1.png,278,224,292,256,SoftdrusenPED
3849,DRUSEN/DRUSEN-163081-1.png,291,223,302,256,SoftdrusenPED
3850,DRUSEN/DRUSEN-163081-1.png,301,226,315,253,SoftdrusenPED
3851,DRUSEN/DRUSEN-163081-1.png,314,233,329,248,SoftdrusenPED
3852,DRUSEN/DRUSEN-163081-1.png,326,228,333,246,SoftdrusenPED
3853,DRUSEN/DRUSEN-163081-1.png,335,229,342,243,SoftdrusenPED
3854,DRUSEN/DRUSEN-163081-1.png,381,205,387,216,Reticulardrusen
3855,DRUSEN/DRUSEN-163081-1.png,396,203,402,214,Reticulardrusen
3856,DRUSEN/DRUSEN-163081-1.png,417,190,424,200,Reticulardrusen
3857,DRUSEN/DRUSEN-163081-1.png,406,198,412,209,Reticulardrusen
3858,DRUSEN/DRUSEN-163081-1.png,439,174,446,185,Reticulardrusen
3859,DRUSEN/DRUSEN-163081-1.png,349,225,355,235,Harddrusen
3860,DRUSEN/DRUSEN-163081-1.png,331,303,337,314,Harddrusen
3861,DRUSEN/DRUSEN-163081-1.png,233,218,241,228,Hyperfluorescentspots
3862,DRUSEN/DRUSEN-163081-1.png,323,216,330,226,Hyperfluorescentspots
3863,DRUSEN/DRUSEN-163081-1.png,33,185,40,195,Reticulardrusen
3864,DRUSEN/DRUSEN-163081-1.png,67,200,73,211,Reticulardrusen
3865,DRUSEN/DRUSEN-163081-1.png,75,204,82,215,Reticulardrusen
3866,DRUSEN/DRUSEN-163081-1.png,21,181,27,191,Reticulardrusen
3867,DRUSEN/DRUSEN-163081-1.png,40,189,47,199,Reticulardrusen
3868,DRUSEN/DRUSEN-163081-1.png,242,219,249,229,Hyperfluorescentspots
3869,DRUSEN/DRUSEN-163081-4.png,137,263,159,289,SoftdrusenPED
3870,DRUSEN/DRUSEN-163081-4.png,161,263,184,297,SoftdrusenPED
3871,DRUSEN/DRUSEN-163081-4.png,186,279,200,300,SoftdrusenPED
3872,DRUSEN/DRUSEN-163081-4.png,201,275,230,305,SoftdrusenPED
3873,DRUSEN/DRUSEN-163081-4.png,375,294,391,308,Softdrusen
3874,DRUSEN/DRUSEN-163081-4.png,234,294,244,313,SoftdrusenPED
3875,DRUSEN/DRUSEN-163081-4.png,319,295,338,309,Reticulardrusen
3876,DRUSEN/DRUSEN-163081-4.png,352,297,363,308,Reticulardrusen
3877,DRUSEN/DRUSEN-163081-4.png,243,294,257,313,SoftdrusenPED
3878,DRUSEN/DRUSEN-163081-5.png,174,266,205,305,SoftdrusenPED
3879,DRUSEN/DRUSEN-163081-5.png,205,282,221,308,SoftdrusenPED
3880,DRUSEN/DRUSEN-163081-5.png,222,289,252,314,SoftdrusenPED
3881,DRUSEN/DRUSEN-163081-5.png,153,266,173,296,Softdrusen
3882,DRUSEN/DRUSEN-163081-5.png,139,266,152,294,Softdrusen
3883,DRUSEN/DRUSEN-163081-5.png,346,297,357,315,Softdrusen
3884,DRUSEN/DRUSEN-163081-5.png,448,281,458,291,Reticulardrusen
3885,DRUSEN/DRUSEN-163081-5.png,465,279,475,289,Reticulardrusen
3886,DRUSEN/DRUSEN-163081-5.png,439,283,449,294,Reticulardrusen
3887,DRUSEN/DRUSEN-163081-5.png,487,277,496,287,Reticulardrusen
3888,DRUSEN/DRUSEN-163081-6.png,176,219,186,236,SoftdrusenPED
3889,DRUSEN/DRUSEN-163081-6.png,186,221,199,243,SoftdrusenPED
3890,DRUSEN/DRUSEN-163081-6.png,200,215,229,253,SoftdrusenPED
3891,DRUSEN/DRUSEN-163081-6.png,230,233,251,255,SoftdrusenPED
3892,DRUSEN/DRUSEN-163081-6.png,253,244,327,257,SoftdrusenPED
3893,DRUSEN/DRUSEN-163081-6.png,329,242,336,252,Softdrusen
3894,DRUSEN/DRUSEN-163081-6.png,336,239,343,250,Softdrusen
3895,DRUSEN/DRUSEN-163081-6.png,344,237,351,248,Softdrusen
3896,DRUSEN/DRUSEN-163081-6.png,353,236,360,247,Softdrusen
3897,DRUSEN/DRUSEN-163081-7.png,170,257,188,285,SoftdrusenPED
3898,DRUSEN/DRUSEN-163081-7.png,187,259,211,293,SoftdrusenPED
3899,DRUSEN/DRUSEN-163081-7.png,211,268,236,301,SoftdrusenPED
3900,DRUSEN/DRUSEN-163081-7.png,238,286,251,305,Softdrusen
3901,DRUSEN/DRUSEN-163081-7.png,333,291,345,311,Softdrusen
3902,DRUSEN/DRUSEN-163081-7.png,357,294,363,308,Softdrusen
3903,DRUSEN/DRUSEN-163081-7.png,365,294,372,307,Softdrusen
3904,DRUSEN/DRUSEN-163081-7.png,316,293,330,311,Softdrusen
3905,DRUSEN/DRUSEN-163081-7.png,301,291,309,301,Reticulardrusen
3906,DRUSEN/DRUSEN-163081-7.png,373,287,381,297,Reticulardrusen
3907,DRUSEN/DRUSEN-163081-7.png,398,284,404,294,Reticulardrusen
3908,DRUSEN/DRUSEN-163081-7.png,407,284,413,294,Reticulardrusen
3909,DRUSEN/DRUSEN-163081-7.png,474,279,480,289,Reticulardrusen
3910,DRUSEN/DRUSEN-163081-7.png,439,281,449,291,Reticulardrusen
3911,DRUSEN/DRUSEN-163081-7.png,456,281,465,291,Reticulardrusen
3912,DRUSEN/DRUSEN-163081-7.png,252,287,259,298,Reticulardrusen
3913,DRUSEN/DRUSEN-163081-7.png,349,293,355,303,Reticulardrusen
3914,DRUSEN/DRUSEN-190022-1.png,192,237,202,248,Reticulardrusen
3915,DRUSEN/DRUSEN-190022-1.png,261,221,280,234,Softdrusen
3916,DRUSEN/DRUSEN-190022-1.png,251,223,261,239,Softdrusen
3917,DRUSEN/DRUSEN-190022-1.png,239,228,250,243,Softdrusen
3918,DRUSEN/DRUSEN-190022-1.png,335,201,351,218,Softdrusen
3919,DRUSEN/DRUSEN-190022-2.png,231,231,242,245,Softdrusen
3920,DRUSEN/DRUSEN-190022-2.png,270,222,283,235,Softdrusen
3921,DRUSEN/DRUSEN-190022-2.png,285,219,295,233,Softdrusen
3922,DRUSEN/DRUSEN-190022-2.png,246,227,260,237,Softdrusen
3923,DRUSEN/DRUSEN-190022-3.png,261,219,282,235,Softdrusen
3924,DRUSEN/DRUSEN-190022-3.png,311,213,331,223,Softdrusen
3925,DRUSEN/DRUSEN-200969-1.png,98,206,119,221,Softdrusen
3926,DRUSEN/DRUSEN-224974-1.png,394,166,399,177,Softdrusen
3927,DRUSEN/DRUSEN-224974-1.png,355,182,361,195,Softdrusen
3928,DRUSEN/DRUSEN-224974-1.png,348,184,355,200,Softdrusen
3929,DRUSEN/DRUSEN-224974-1.png,329,187,342,205,Softdrusen
3930,DRUSEN/DRUSEN-224974-1.png,312,198,317,211,SoftdrusenPED
3931,DRUSEN/DRUSEN-224974-1.png,289,198,295,215,SoftdrusenPED
3932,DRUSEN/DRUSEN-224974-1.png,296,187,311,215,SoftdrusenPED
3933,DRUSEN/DRUSEN-224974-1.png,279,202,284,216,Softdrusen
3934,DRUSEN/DRUSEN-224974-1.png,266,201,279,220,Softdrusen
3935,DRUSEN/DRUSEN-224974-1.png,248,202,257,221,Softdrusen
3936,DRUSEN/DRUSEN-224974-1.png,232,200,247,219,Softdrusen
3937,DRUSEN/DRUSEN-224974-1.png,225,205,230,218,Softdrusen
3938,DRUSEN/DRUSEN-224974-1.png,260,202,264,218,Softdrusen
3939,DRUSEN/DRUSEN-224974-2.png,129,238,142,249,Softdrusen
3940,DRUSEN/DRUSEN-224974-2.png,142,239,163,254,Softdrusen
3941,DRUSEN/DRUSEN-224974-2.png,163,244,177,255,Softdrusen
3942,DRUSEN/DRUSEN-224974-2.png,242,249,254,262,Softdrusen
3943,DRUSEN/DRUSEN-224974-2.png,254,249,266,263,Softdrusen
3944,DRUSEN/DRUSEN-224974-2.png,267,250,277,262,Softdrusen
3945,DRUSEN/DRUSEN-224974-2.png,278,250,291,261,Softdrusen
3946,DRUSEN/DRUSEN-224974-2.png,400,232,413,245,Softdrusen
3947,DRUSEN/DRUSEN-224974-2.png,390,237,400,248,Softdrusen
3948,DRUSEN/DRUSEN-224974-2.png,414,231,424,243,Softdrusen
3949,DRUSEN/DRUSEN-224974-2.png,428,230,445,241,Softdrusen
3950,DRUSEN/DRUSEN-224974-3.png,146,244,159,254,Softdrusen
3951,DRUSEN/DRUSEN-224974-3.png,160,243,171,259,Softdrusen
3952,DRUSEN/DRUSEN-224974-3.png,171,245,182,259,Softdrusen
3953,DRUSEN/DRUSEN-224974-3.png,184,247,194,258,Softdrusen
3954,DRUSEN/DRUSEN-224974-3.png,195,247,205,260,Softdrusen
3955,DRUSEN/DRUSEN-224974-3.png,201,245,218,258,Softdrusen
3956,DRUSEN/DRUSEN-224974-3.png,235,246,255,263,Softdrusen
3957,DRUSEN/DRUSEN-224974-3.png,382,234,395,248,Softdrusen
3958,DRUSEN/DRUSEN-224974-3.png,398,230,410,245,Softdrusen
3959,DRUSEN/DRUSEN-224974-3.png,102,233,112,246,Softdrusen
3960,DRUSEN/DRUSEN-224974-5.png,129,234,142,251,Softdrusen
3961,DRUSEN/DRUSEN-224974-5.png,165,241,185,259,Softdrusen
3962,DRUSEN/DRUSEN-224974-5.png,186,237,203,261,Softdrusen
3963,DRUSEN/DRUSEN-224974-5.png,202,241,216,263,Softdrusen
3964,DRUSEN/DRUSEN-224974-5.png,235,249,246,262,Softdrusen
3965,DRUSEN/DRUSEN-224974-5.png,378,234,388,248,Softdrusen
3966,DRUSEN/DRUSEN-224974-5.png,386,235,397,250,Softdrusen
3967,DRUSEN/DRUSEN-224974-5.png,398,233,410,247,Softdrusen
3968,DRUSEN/DRUSEN-224974-5.png,426,226,436,242,Softdrusen
3969,DRUSEN/DRUSEN-224974-5.png,130,234,141,253,Softdrusen
3970,DRUSEN/DRUSEN-224974-5.png,167,238,182,259,Softdrusen
3971,DRUSEN/DRUSEN-224974-5.png,184,236,201,262,Softdrusen
3972,DRUSEN/DRUSEN-224974-5.png,201,241,217,262,Softdrusen
3973,DRUSEN/DRUSEN-224974-5.png,235,249,248,263,Softdrusen
3974,DRUSEN/DRUSEN-224974-5.png,378,236,388,251,Softdrusen
3975,DRUSEN/DRUSEN-224974-5.png,386,235,397,250,Softdrusen
3976,DRUSEN/DRUSEN-224974-5.png,396,233,412,246,Softdrusen
3977,DRUSEN/DRUSEN-224974-5.png,427,226,438,238,Softdrusen
3978,DRUSEN/DRUSEN-224974-5.png,267,325,277,335,Softdrusen
3979,DRUSEN/DRUSEN-224974-7.png,156,238,167,253,Softdrusen
3980,DRUSEN/DRUSEN-224974-7.png,168,242,181,259,Softdrusen
3981,DRUSEN/DRUSEN-224974-7.png,183,247,196,257,Softdrusen
3982,DRUSEN/DRUSEN-224974-7.png,139,238,154,251,Softdrusen
3983,DRUSEN/DRUSEN-224974-7.png,252,246,283,263,Softdrusen
3984,DRUSEN/DRUSEN-224974-7.png,393,233,403,248,Softdrusen
3985,DRUSEN/DRUSEN-224974-7.png,402,229,414,246,Softdrusen
3986,DRUSEN/DRUSEN-224974-7.png,414,226,429,244,Softdrusen
3987,DRUSEN/DRUSEN-224974-9.png,134,238,144,253,Softdrusen
3988,DRUSEN/DRUSEN-224974-9.png,142,238,152,253,Softdrusen
3989,DRUSEN/DRUSEN-224974-9.png,152,242,162,256,Softdrusen
3990,DRUSEN/DRUSEN-224974-9.png,164,245,178,258,Softdrusen
3991,DRUSEN/DRUSEN-224974-9.png,183,249,197,260,Softdrusen
3992,DRUSEN/DRUSEN-224974-9.png,244,250,254,262,Softdrusen
3993,DRUSEN/DRUSEN-224974-9.png,253,246,267,263,Softdrusen
3994,DRUSEN/DRUSEN-224974-9.png,267,245,281,262,Softdrusen
3995,DRUSEN/DRUSEN-224974-9.png,281,248,295,263,Softdrusen
3996,DRUSEN/DRUSEN-224974-9.png,386,235,396,249,Softdrusen
3997,DRUSEN/DRUSEN-224974-9.png,397,233,407,247,Softdrusen
3998,DRUSEN/DRUSEN-224974-9.png,405,231,415,245,Softdrusen
3999,DRUSEN/DRUSEN-224974-9.png,413,230,424,241,Softdrusen
4000,DRUSEN/DRUSEN-224974-9.png,429,226,443,237,Softdrusen
4001,DRUSEN/DRUSEN-224974-9.png,243,250,253,263,Softdrusen
4002,DRUSEN/DRUSEN-224974-9.png,253,247,267,263,Softdrusen
4003,DRUSEN/DRUSEN-224974-9.png,267,246,280,262,Softdrusen
4004,DRUSEN/DRUSEN-224974-9.png,281,249,297,261,Softdrusen
4005,DRUSEN/DRUSEN-224974-9.png,385,235,403,249,Softdrusen
4006,DRUSEN/DRUSEN-224974-9.png,404,231,414,246,Softdrusen
4007,DRUSEN/DRUSEN-224974-9.png,414,229,424,245,Softdrusen
4008,DRUSEN/DRUSEN-224974-9.png,427,227,444,237,Softdrusen
4009,DRUSEN/DRUSEN-224974-9.png,135,238,145,252,Softdrusen
4010,DRUSEN/DRUSEN-224974-9.png,144,238,154,253,Softdrusen
4011,DRUSEN/DRUSEN-224974-9.png,153,241,163,254,Softdrusen
4012,DRUSEN/DRUSEN-224974-11.png,140,241,151,252,Softdrusen
4013,DRUSEN/DRUSEN-224974-11.png,152,242,162,256,Softdrusen
4014,DRUSEN/DRUSEN-224974-11.png,159,238,169,255,Softdrusen
4015,DRUSEN/DRUSEN-224974-11.png,168,238,179,258,Softdrusen
4016,DRUSEN/DRUSEN-224974-11.png,185,246,195,259,Softdrusen
4017,DRUSEN/DRUSEN-224974-11.png,194,245,204,259,Softdrusen
4018,DRUSEN/DRUSEN-224974-11.png,203,247,213,261,Softdrusen
4019,DRUSEN/DRUSEN-224974-11.png,231,244,255,262,Softdrusen
4020,DRUSEN/DRUSEN-224974-11.png,389,230,399,248,Softdrusen
4021,DRUSEN/DRUSEN-224974-11.png,379,231,389,252,Softdrusen
4022,DRUSEN/DRUSEN-224974-11.png,398,231,408,246,Softdrusen
4023,DRUSEN/DRUSEN-224974-11.png,292,250,302,260,Softdrusen
4024,DRUSEN/DRUSEN-224974-11.png,373,341,383,351,Softdrusen
4025,DRUSEN/DRUSEN-224974-11.png,264,251,274,261,Softdrusen
4026,DRUSEN/DRUSEN-224974-11.png,272,252,282,262,Softdrusen
4027,DRUSEN/DRUSEN-224974-11.png,114,237,128,250,Softdrusen
4028,DRUSEN/DRUSEN-224974-11.png,130,238,140,252,Softdrusen
4029,DRUSEN/DRUSEN-224974-11.png,221,251,231,262,Softdrusen
4030,DRUSEN/DRUSEN-224974-11.png,141,242,151,252,Softdrusen
4031,DRUSEN/DRUSEN-224974-11.png,150,242,160,256,Softdrusen
4032,DRUSEN/DRUSEN-224974-11.png,160,238,170,259,Softdrusen
4033,DRUSEN/DRUSEN-224974-11.png,168,239,183,259,Softdrusen
4034,DRUSEN/DRUSEN-224974-11.png,185,245,195,259,Softdrusen
4035,DRUSEN/DRUSEN-224974-11.png,195,245,216,263,Softdrusen
4036,DRUSEN/DRUSEN-224974-11.png,232,245,256,263,Softdrusen
4037,DRUSEN/DRUSEN-224974-11.png,381,230,391,249,Softdrusen
4038,DRUSEN/DRUSEN-224974-11.png,389,233,400,249,Softdrusen
4039,DRUSEN/DRUSEN-224974-11.png,398,230,411,244,Softdrusen
4040,DRUSEN/DRUSEN-224974-11.png,263,251,273,261,Softdrusen
4041,DRUSEN/DRUSEN-224974-11.png,272,253,282,263,Softdrusen
4042,DRUSEN/DRUSEN-224974-11.png,290,250,300,260,Softdrusen
4043,DRUSEN/DRUSEN-224974-11.png,116,237,129,249,Softdrusen
4044,DRUSEN/DRUSEN-224974-11.png,131,237,141,251,Softdrusen
4045,DRUSEN/DRUSEN-224974-13.png,171,224,177,237,Softdrusen
4046,DRUSEN/DRUSEN-224974-13.png,177,225,182,238,Softdrusen
4047,DRUSEN/DRUSEN-224974-13.png,182,224,188,242,Softdrusen
4048,DRUSEN/DRUSEN-224974-13.png,189,224,197,243,Softdrusen
4049,DRUSEN/DRUSEN-224974-13.png,199,229,216,244,SoftdrusenPED
4050,DRUSEN/DRUSEN-224974-13.png,230,227,245,247,Softdrusen
4051,DRUSEN/DRUSEN-224974-13.png,217,232,228,248,SoftdrusenPED
4052,DRUSEN/DRUSEN-224974-13.png,247,230,257,246,Softdrusen
4053,DRUSEN/DRUSEN-224974-13.png,257,229,261,245,Softdrusen
4054,DRUSEN/DRUSEN-224974-13.png,330,210,341,226,Softdrusen
4055,DRUSEN/DRUSEN-224974-13.png,342,206,349,221,Softdrusen
4056,DRUSEN/DRUSEN-224974-13.png,351,210,356,220,Softdrusen
4057,DRUSEN/DRUSEN-224974-14.png,221,203,231,220,Softdrusen
4058,DRUSEN/DRUSEN-224974-14.png,232,202,248,221,SoftdrusenPED
4059,DRUSEN/DRUSEN-224974-14.png,248,202,260,224,SoftdrusenPED
4060,DRUSEN/DRUSEN-224974-14.png,298,190,315,213,SoftdrusenPED
4061,DRUSEN/DRUSEN-224974-14.png,289,193,298,216,SoftdrusenPED
4062,DRUSEN/DRUSEN-224974-14.png,266,200,278,221,Softdrusen
4063,DRUSEN/DRUSEN-224974-14.png,261,203,265,221,Softdrusen
4064,DRUSEN/DRUSEN-224974-14.png,334,186,343,204,Softdrusen
4065,DRUSEN/DRUSEN-224974-14.png,325,195,330,206,Softdrusen
4066,DRUSEN/DRUSEN-224974-14.png,350,183,360,200,Softdrusen
4067,DRUSEN/DRUSEN-224974-14.png,385,171,388,182,Reticulardrusen
4068,DRUSEN/DRUSEN-224974-14.png,397,165,400,175,Reticulardrusen
4069,DRUSEN/DRUSEN-224974-14.png,141,185,144,195,Reticulardrusen
4070,DRUSEN/DRUSEN-224974-14.png,141,185,144,195,Reticulardrusen
4071,DRUSEN/DRUSEN-224974-14.png,397,165,400,175,Reticulardrusen
4072,DRUSEN/DRUSEN-224974-14.png,222,202,231,220,Softdrusen
4073,DRUSEN/DRUSEN-224974-14.png,232,200,247,223,SoftdrusenPED
4074,DRUSEN/DRUSEN-224974-14.png,248,203,257,225,SoftdrusenPED
4075,DRUSEN/DRUSEN-224974-14.png,259,201,266,219,Softdrusen
4076,DRUSEN/DRUSEN-224974-14.png,266,200,279,218,Softdrusen
4077,DRUSEN/DRUSEN-224974-14.png,287,195,298,216,SoftdrusenPED
4078,DRUSEN/DRUSEN-224974-14.png,298,189,318,217,SoftdrusenPED
4079,DRUSEN/DRUSEN-224974-14.png,322,194,331,209,Softdrusen
4080,DRUSEN/DRUSEN-224974-14.png,332,186,344,205,Softdrusen
4081,DRUSEN/DRUSEN-224974-14.png,350,183,358,200,Softdrusen
4082,DRUSEN/DRUSEN-224974-14.png,385,169,388,180,Reticulardrusen
4083,DRUSEN/DRUSEN-224974-18.png,152,237,169,255,Softdrusen
4084,DRUSEN/DRUSEN-224974-18.png,168,242,181,256,Softdrusen
4085,DRUSEN/DRUSEN-224974-18.png,181,244,192,258,Softdrusen
4086,DRUSEN/DRUSEN-224974-18.png,191,246,201,259,Softdrusen
4087,DRUSEN/DRUSEN-224974-18.png,203,247,213,260,Softdrusen
4088,DRUSEN/DRUSEN-224974-18.png,233,249,254,263,Softdrusen
4089,DRUSEN/DRUSEN-224974-18.png,255,247,269,262,Softdrusen
4090,DRUSEN/DRUSEN-224974-18.png,269,248,280,262,Softdrusen
4091,DRUSEN/DRUSEN-224974-18.png,283,249,297,259,Softdrusen
4092,DRUSEN/DRUSEN-224974-18.png,381,233,396,249,Softdrusen
4093,DRUSEN/DRUSEN-224974-18.png,395,230,409,245,Softdrusen
4094,DRUSEN/DRUSEN-224974-18.png,430,227,440,237,Softdrusen
4095,DRUSEN/DRUSEN-224974-18.png,106,235,116,246,Softdrusen
4096,DRUSEN/DRUSEN-224974-18.png,131,239,141,250,Softdrusen
4097,DRUSEN/DRUSEN-224974-18.png,130,242,140,252,Softdrusen
4098,DRUSEN/DRUSEN-224974-18.png,153,241,167,255,Softdrusen
4099,DRUSEN/DRUSEN-224974-18.png,168,243,182,257,Softdrusen
4100,DRUSEN/DRUSEN-224974-18.png,182,245,195,258,Softdrusen
4101,DRUSEN/DRUSEN-224974-18.png,193,246,203,259,Softdrusen
4102,DRUSEN/DRUSEN-224974-18.png,201,247,213,260,Softdrusen
4103,DRUSEN/DRUSEN-224974-18.png,233,249,253,262,Softdrusen
4104,DRUSEN/DRUSEN-224974-18.png,254,247,269,262,Softdrusen
4105,DRUSEN/DRUSEN-224974-18.png,267,249,278,262,Softdrusen
4106,DRUSEN/DRUSEN-224974-18.png,282,248,298,259,Softdrusen
4107,DRUSEN/DRUSEN-224974-18.png,379,233,395,250,Softdrusen
4108,DRUSEN/DRUSEN-224974-18.png,394,230,410,246,Softdrusen
4109,DRUSEN/DRUSEN-224974-18.png,430,227,440,237,Softdrusen
4110,DRUSEN/DRUSEN-224974-20.png,121,235,131,252,Softdrusen
4111,DRUSEN/DRUSEN-224974-20.png,111,235,121,250,Softdrusen
4112,DRUSEN/DRUSEN-224974-20.png,129,235,143,254,Softdrusen
4113,DRUSEN/DRUSEN-224974-20.png,153,241,166,259,SoftdrusenPED
4114,DRUSEN/DRUSEN-224974-20.png,162,238,172,257,SoftdrusenPED
4115,DRUSEN/DRUSEN-224974-20.png,171,238,184,259,SoftdrusenPED
4116,DRUSEN/DRUSEN-224974-20.png,185,238,202,260,SoftdrusenPED
4117,DRUSEN/DRUSEN-224974-20.png,201,243,221,263,SoftdrusenPED
4118,DRUSEN/DRUSEN-224974-20.png,231,250,241,263,Softdrusen
4119,DRUSEN/DRUSEN-224974-20.png,240,250,253,263,Softdrusen
4120,DRUSEN/DRUSEN-224974-20.png,264,250,280,263,Softdrusen
4121,DRUSEN/DRUSEN-224974-20.png,381,234,391,249,Softdrusen
4122,DRUSEN/DRUSEN-224974-20.png,388,234,404,247,Softdrusen
4123,DRUSEN/DRUSEN-224974-20.png,404,233,417,245,Softdrusen
4124,DRUSEN/DRUSEN-224974-20.png,425,226,438,238,Softdrusen
4125,DRUSEN/DRUSEN-224974-20.png,285,251,298,262,Softdrusen
4126,DRUSEN/DRUSEN-224974-22.png,337,254,364,271,SoftdrusenPED
4127,DRUSEN/DRUSEN-224974-22.png,174,241,196,258,SoftdrusenPED
4128,DRUSEN/DRUSEN-224974-22.png,240,260,253,273,Softdrusen
4129,DRUSEN/DRUSEN-224974-23.png,159,234,173,251,Softdrusen
4130,DRUSEN/DRUSEN-224974-23.png,185,241,193,260,Softdrusen
4131,DRUSEN/DRUSEN-224974-23.png,191,245,201,265,Softdrusen
4132,DRUSEN/DRUSEN-224974-23.png,203,250,211,267,Softdrusen
4133,DRUSEN/DRUSEN-224974-23.png,212,252,221,271,Softdrusen
4134,DRUSEN/DRUSEN-224974-23.png,222,259,229,275,Softdrusen
4135,DRUSEN/DRUSEN-224974-23.png,233,259,250,273,Softdrusen
4136,DRUSEN/DRUSEN-224974-23.png,251,258,264,275,Softdrusen
4137,DRUSEN/DRUSEN-224974-23.png,347,255,353,267,Softdrusen
4138,DRUSEN/DRUSEN-224974-23.png,359,254,369,266,Softdrusen
4139,DRUSEN/DRUSEN-224974-24.png,145,231,157,247,Softdrusen
4140,DRUSEN/DRUSEN-224974-24.png,161,233,175,256,Softdrusen
4141,DRUSEN/DRUSEN-224974-24.png,175,245,186,260,Softdrusen
4142,DRUSEN/DRUSEN-224974-24.png,187,245,199,262,Softdrusen
4143,DRUSEN/DRUSEN-224974-24.png,199,246,227,274,SoftdrusenPED
4144,DRUSEN/DRUSEN-224974-24.png,231,258,251,274,SoftdrusenPED
4145,DRUSEN/DRUSEN-224974-24.png,255,262,262,275,Softdrusen
4146,DRUSEN/DRUSEN-224974-24.png,261,263,269,276,Softdrusen
4147,DRUSEN/DRUSEN-224974-24.png,333,255,340,273,Softdrusen
4148,DRUSEN/DRUSEN-224974-24.png,341,255,353,270,Softdrusen
4149,DRUSEN/DRUSEN-224974-24.png,361,255,371,265,Softdrusen
4150,DRUSEN/DRUSEN-224974-25.png,178,225,186,237,Softdrusen
4151,DRUSEN/DRUSEN-224974-25.png,188,227,197,239,Softdrusen
4152,DRUSEN/DRUSEN-224974-25.png,200,228,205,241,Softdrusen
4153,DRUSEN/DRUSEN-224974-25.png,206,228,210,241,Softdrusen
4154,DRUSEN/DRUSEN-224974-25.png,233,227,244,244,SoftdrusenPED
4155,DRUSEN/DRUSEN-224974-25.png,250,228,262,242,SoftdrusenPED
4156,DRUSEN/DRUSEN-224974-25.png,246,233,249,244,Softdrusen
4157,DRUSEN/DRUSEN-224974-25.png,267,228,275,241,Softdrusen
4158,DRUSEN/DRUSEN-224974-25.png,331,209,340,229,Softdrusen
4159,DRUSEN/DRUSEN-224974-25.png,341,205,351,221,Softdrusen
4160,DRUSEN/DRUSEN-224974-25.png,363,201,369,214,Softdrusen
4161,DRUSEN/DRUSEN-224974-25.png,211,231,217,244,Softdrusen
4162,DRUSEN/DRUSEN-224974-26.png,294,188,308,216,SoftdrusenPED
4163,DRUSEN/DRUSEN-224974-26.png,309,193,316,215,SoftdrusenPED
4164,DRUSEN/DRUSEN-224974-26.png,318,194,323,211,Softdrusen
4165,DRUSEN/DRUSEN-224974-26.png,324,194,330,211,Softdrusen
4166,DRUSEN/DRUSEN-224974-26.png,330,182,345,209,SoftdrusenPED
4167,DRUSEN/DRUSEN-224974-26.png,217,202,224,215,Softdrusen
4168,DRUSEN/DRUSEN-224974-26.png,226,202,234,220,Softdrusen
4169,DRUSEN/DRUSEN-224974-26.png,234,204,240,220,Softdrusen
4170,DRUSEN/DRUSEN-224974-26.png,240,204,248,220,Softdrusen
4171,DRUSEN/DRUSEN-224974-26.png,134,183,143,200,Softdrusen
4172,DRUSEN/DRUSEN-224974-26.png,280,199,291,217,Softdrusen
4173,DRUSEN/DRUSEN-224974-26.png,271,203,275,218,Softdrusen
4174,DRUSEN/DRUSEN-224974-26.png,248,202,256,220,Softdrusen
4175,DRUSEN/DRUSEN-224974-26.png,110,171,116,184,Softdrusen
4176,DRUSEN/DRUSEN-224974-26.png,346,188,354,202,Softdrusen
4177,DRUSEN/DRUSEN-224974-26.png,110,168,115,184,Softdrusen
4178,DRUSEN/DRUSEN-224974-26.png,136,183,141,196,Softdrusen
4179,DRUSEN/DRUSEN-224974-26.png,216,203,224,220,Softdrusen
4180,DRUSEN/DRUSEN-224974-26.png,224,204,233,220,Softdrusen
4181,DRUSEN/DRUSEN-224974-26.png,234,204,239,219,Softdrusen
4182,DRUSEN/DRUSEN-224974-26.png,239,203,246,220,Softdrusen
4183,DRUSEN/DRUSEN-224974-26.png,247,203,257,218,Softdrusen
4184,DRUSEN/DRUSEN-224974-26.png,281,199,290,217,Softdrusen
4185,DRUSEN/DRUSEN-224974-26.png,293,190,309,218,SoftdrusenPED
4186,DRUSEN/DRUSEN-224974-26.png,309,195,317,213,SoftdrusenPED
4187,DRUSEN/DRUSEN-224974-26.png,318,195,324,210,Softdrusen
4188,DRUSEN/DRUSEN-224974-26.png,323,195,328,210,Softdrusen
4189,DRUSEN/DRUSEN-224974-26.png,329,182,345,207,SoftdrusenPED
4190,DRUSEN/DRUSEN-224974-26.png,346,188,350,202,Softdrusen
4191,DRUSEN/DRUSEN-224974-28.png,154,238,167,253,Softdrusen
4192,DRUSEN/DRUSEN-224974-28.png,169,243,179,256,Softdrusen
4193,DRUSEN/DRUSEN-224974-28.png,184,246,195,258,Softdrusen
4194,DRUSEN/DRUSEN-224974-28.png,268,243,278,262,Softdrusen
4195,DRUSEN/DRUSEN-224974-28.png,259,242,269,263,Softdrusen
